atom_id,atom_type,pair_index,frame_indices,tile_id,action_id,pose_atom_id,byte_cost_proxy,component_benefit_proxy,pose_benefit_proxy,seg_benefit_proxy,confidence,no_op,no_op_status
interaction_pair153_tile090_act007_poseq0,pose_action_interaction,153,"[306, 307]",90,7,pose_qp1_row153_pr79q0_4447_to_c102q0_4448,-1.5998100267305997,5.127843923336439e-06,5.127843923336439e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair153_tile106_act022_poseq0,pose_action_interaction,153,"[306, 307]",106,22,pose_qp1_row153_pr79q0_4447_to_c102q0_4448,-1.5998100267305997,5.127843923336439e-06,5.127843923336439e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair193_tile085_act044_poseq0,pose_action_interaction,193,"[386, 387]",85,44,pose_qp1_row193_pr79q0_4705_to_c102q0_4704,-1.5998100267305997,3.802225854876768e-06,2.748825047790078e-06,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair133_tile113_act093_poseq0,pose_action_interaction,133,"[266, 267]",113,93,pose_qp1_row133_pr79q0_5485_to_c102q0_5484,-1.5998100267305997,3.521618194512964e-06,3.521618194512964e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair222_tile092_act023_poseq0,pose_action_interaction,222,"[444, 445]",92,23,pose_qp1_row222_pr79q0_5666_to_c102q0_5665,-1.5998100267305997,3.3938994255013213e-06,3.3938994255013213e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair222_tile098_act046_poseq0,pose_action_interaction,222,"[444, 445]",98,46,pose_qp1_row222_pr79q0_5666_to_c102q0_5665,-1.5998100267305997,3.3938994255013213e-06,3.3938994255013213e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair072_tile087_act027_poseq0,pose_action_interaction,72,"[144, 145]",87,27,pose_qp1_row072_pr79q0_6724_to_c102q0_6722,-1.5998100267305997,3.299105121764995e-06,3.299105121764995e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair072_tile105_act025_poseq0,pose_action_interaction,72,"[144, 145]",105,25,pose_qp1_row072_pr79q0_6724_to_c102q0_6722,-1.5998100267305997,3.299105121764995e-06,3.299105121764995e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair072_tile106_act021_poseq0,pose_action_interaction,72,"[144, 145]",106,21,pose_qp1_row072_pr79q0_6724_to_c102q0_6722,-1.5998100267305997,3.299105121764995e-06,3.299105121764995e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair072_tile111_act045_poseq0,pose_action_interaction,72,"[144, 145]",111,45,pose_qp1_row072_pr79q0_6724_to_c102q0_6722,-1.5998100267305997,3.299105121764995e-06,3.299105121764995e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair073_tile099_act086_poseq0,pose_action_interaction,73,"[146, 147]",99,86,pose_qp1_row073_pr79q0_6717_to_c102q0_6715,-1.5998100267305997,2.635290243140561e-06,2.6122505599595887e-06,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair073_tile107_act007_poseq0,pose_action_interaction,73,"[146, 147]",107,7,pose_qp1_row073_pr79q0_6717_to_c102q0_6715,-1.5998100267305997,2.635290243140561e-06,2.6122505599595887e-06,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair073_tile109_act027_poseq0,pose_action_interaction,73,"[146, 147]",109,27,pose_qp1_row073_pr79q0_6717_to_c102q0_6715,-1.5998100267305997,2.635290243140561e-06,2.6122505599595887e-06,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair085_tile088_act000_poseq0,pose_action_interaction,85,"[170, 171]",88,0,pose_qp1_row085_pr79q0_6536_to_c102q0_6535,-1.5998100267305997,2.508115597696519e-06,2.508115597696519e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair085_tile090_act005_poseq0,pose_action_interaction,85,"[170, 171]",90,5,pose_qp1_row085_pr79q0_6536_to_c102q0_6535,-1.5998100267305997,2.508115597696519e-06,2.508115597696519e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair066_tile092_act015_poseq0,pose_action_interaction,66,"[132, 133]",92,15,pose_qp1_row066_pr79q0_5575_to_c102q0_5574,-1.5998100267305997,2.3817976296576656e-06,2.3817976296576656e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair066_tile111_act040_poseq0,pose_action_interaction,66,"[132, 133]",111,40,pose_qp1_row066_pr79q0_5575_to_c102q0_5574,-1.5998100267305997,2.3817976296576656e-06,2.3817976296576656e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair066_tile127_act054_poseq0,pose_action_interaction,66,"[132, 133]",127,54,pose_qp1_row066_pr79q0_5575_to_c102q0_5574,-1.5998100267305997,2.3817976296576656e-06,2.3817976296576656e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair150_tile086_act039_poseq0,pose_action_interaction,150,"[300, 301]",86,39,pose_qp1_row150_pr79q0_5452_to_c102q0_5451,-1.5998100267305997,2.2473559278836093e-06,1.547531598798446e-06,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair191_tile108_act037_poseq0,pose_action_interaction,191,"[382, 383]",108,37,pose_qp1_row191_pr79q0_5659_to_c102q0_5658,-1.5998100267305997,2.187970945330292e-06,6.701294124893023e-07,8.477121203516875e-07,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair060_tile090_act106_poseq0,pose_action_interaction,60,"[120, 121]",90,106,pose_qp1_row060_pr79q0_7110_to_c102q0_7108,-1.5998100267305997,1.8445338133388873e-06,1.8445338133388873e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair060_tile096_act015_poseq0,pose_action_interaction,60,"[120, 121]",96,15,pose_qp1_row060_pr79q0_7110_to_c102q0_7108,-1.5998100267305997,1.8445338133388873e-06,1.8445338133388873e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair060_tile107_act035_poseq0,pose_action_interaction,60,"[120, 121]",107,35,pose_qp1_row060_pr79q0_7110_to_c102q0_7108,-1.5998100267305997,1.8445338133388873e-06,1.8445338133388873e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair197_tile098_act088_poseq0,pose_action_interaction,197,"[394, 395]",98,88,pose_qp1_row197_pr79q0_4528_to_c102q0_4527,-1.5998100267305997,1.7425024627625843e-06,1.2951048662379334e-06,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair141_tile102_act042_poseq0,pose_action_interaction,141,"[282, 283]",102,42,pose_qp1_row141_pr79q0_5548_to_c102q0_5547,-1.5998100267305997,1.3054051290263297e-06,1.3054051290263297e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair368_tile132_act058_poseq0,pose_action_interaction,368,"[736, 737]",132,58,pose_qp1_row368_pr79q0_5468_to_c102q0_5467,-1.5998100267305997,1.239932119797844e-06,1.239932119797844e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair105_tile083_act048_poseq0,pose_action_interaction,105,"[210, 211]",83,48,pose_qp1_row105_pr79q0_6208_to_c102q0_6207,-1.5998100267305997,1.0737119534218707e-06,1.0737119534218707e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair105_tile110_act067_poseq0,pose_action_interaction,105,"[210, 211]",110,67,pose_qp1_row105_pr79q0_6208_to_c102q0_6207,-1.5998100267305997,1.0737119534218707e-06,1.0737119534218707e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair105_tile112_act077_poseq0,pose_action_interaction,105,"[210, 211]",112,77,pose_qp1_row105_pr79q0_6208_to_c102q0_6207,-1.5998100267305997,1.0737119534218707e-06,1.0737119534218707e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair105_tile122_act076_poseq0,pose_action_interaction,105,"[210, 211]",122,76,pose_qp1_row105_pr79q0_6208_to_c102q0_6207,-1.5998100267305997,1.0737119534218707e-06,1.0737119534218707e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair221_tile111_act047_poseq0,pose_action_interaction,221,"[442, 443]",111,47,pose_qp1_row221_pr79q0_4826_to_c102q0_4825,-1.5998100267305997,1.0603129856113526e-06,9.540125529815268e-07,0.0,0.55,False,pr79_only_action_and_qp1_row_differs
interaction_pair190_tile090_act032_poseq0,pose_action_interaction,190,"[380, 381]",90,32,pose_qp1_row190_pr79q0_5263_to_c102q0_5262,-1.5998100267305997,1.0482095049229933e-06,1.0482095049229933e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair190_tile110_act047_poseq0,pose_action_interaction,190,"[380, 381]",110,47,pose_qp1_row190_pr79q0_5263_to_c102q0_5262,-1.5998100267305997,1.0482095049229933e-06,1.0482095049229933e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair190_tile123_act022_poseq0,pose_action_interaction,190,"[380, 381]",123,22,pose_qp1_row190_pr79q0_5263_to_c102q0_5262,-1.5998100267305997,1.0482095049229933e-06,1.0482095049229933e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair059_tile087_act090_poseq0,pose_action_interaction,59,"[118, 119]",87,90,pose_qp1_row059_pr79q0_6162_to_c102q0_6160,-1.5998100267305997,1.027374221553121e-06,1.027374221553121e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair059_tile090_act078_poseq0,pose_action_interaction,59,"[118, 119]",90,78,pose_qp1_row059_pr79q0_6162_to_c102q0_6160,-1.5998100267305997,1.027374221553121e-06,1.027374221553121e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair059_tile112_act028_poseq0,pose_action_interaction,59,"[118, 119]",112,28,pose_qp1_row059_pr79q0_6162_to_c102q0_6160,-1.5998100267305997,1.027374221553121e-06,1.027374221553121e-06,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair086_tile110_act093_poseq0,pose_action_interaction,86,"[172, 173]",110,93,pose_qp1_row086_pr79q0_6324_to_c102q0_6323,-1.5998100267305997,9.144748634463875e-07,9.144748634463875e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair086_tile113_act006_poseq0,pose_action_interaction,86,"[172, 173]",113,6,pose_qp1_row086_pr79q0_6324_to_c102q0_6323,-1.5998100267305997,9.144748634463875e-07,9.144748634463875e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair113_tile085_act104_poseq0,pose_action_interaction,113,"[226, 227]",85,104,pose_qp1_row113_pr79q0_6537_to_c102q0_6536,-1.5998100267305997,7.625924047269483e-07,7.625924047269483e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair113_tile086_act002_poseq0,pose_action_interaction,113,"[226, 227]",86,2,pose_qp1_row113_pr79q0_6537_to_c102q0_6536,-1.5998100267305997,7.625924047269483e-07,7.625924047269483e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair113_tile087_act072_poseq0,pose_action_interaction,113,"[226, 227]",87,72,pose_qp1_row113_pr79q0_6537_to_c102q0_6536,-1.5998100267305997,7.625924047269483e-07,7.625924047269483e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair113_tile107_act000_poseq0,pose_action_interaction,113,"[226, 227]",107,0,pose_qp1_row113_pr79q0_6537_to_c102q0_6536,-1.5998100267305997,7.625924047269483e-07,7.625924047269483e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair112_tile088_act025_poseq0,pose_action_interaction,112,"[224, 225]",88,25,pose_qp1_row112_pr79q0_6153_to_c102q0_6152,-1.5998100267305997,7.430169121682426e-07,7.430169121682426e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair112_tile109_act095_poseq0,pose_action_interaction,112,"[224, 225]",109,95,pose_qp1_row112_pr79q0_6153_to_c102q0_6152,-1.5998100267305997,7.430169121682426e-07,7.430169121682426e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair104_tile088_act015_poseq0,pose_action_interaction,104,"[208, 209]",88,15,pose_qp1_row104_pr79q0_6378_to_c102q0_6376,-1.5998100267305997,6.632594841545311e-07,6.632594841545311e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair099_tile090_act044_poseq0,pose_action_interaction,99,"[198, 199]",90,44,pose_qp1_row099_pr79q0_6816_to_c102q0_6815,-1.5998100267305997,5.389336101065557e-07,5.389336101065557e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair099_tile099_act068_poseq0,pose_action_interaction,99,"[198, 199]",99,68,pose_qp1_row099_pr79q0_6816_to_c102q0_6815,-1.5998100267305997,5.389336101065557e-07,5.389336101065557e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair166_tile109_act057_poseq0,pose_action_interaction,166,"[332, 333]",109,57,pose_qp1_row166_pr79q0_5336_to_c102q0_5335,-1.5998100267305997,4.662470758704158e-07,4.662470758704158e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair062_tile090_act019_poseq0,pose_action_interaction,62,"[124, 125]",90,19,pose_qp1_row062_pr79q0_6529_to_c102q0_6528,-1.5998100267305997,4.581034184073028e-07,4.581034184073028e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair062_tile096_act011_poseq0,pose_action_interaction,62,"[124, 125]",96,11,pose_qp1_row062_pr79q0_6529_to_c102q0_6528,-1.5998100267305997,4.581034184073028e-07,4.581034184073028e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair062_tile109_act094_poseq0,pose_action_interaction,62,"[124, 125]",109,94,pose_qp1_row062_pr79q0_6529_to_c102q0_6528,-1.5998100267305997,4.581034184073028e-07,4.581034184073028e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair090_tile102_act001_poseq0,pose_action_interaction,90,"[180, 181]",102,1,pose_qp1_row090_pr79q0_7362_to_c102q0_7363,-1.5998100267305997,3.3868619623162724e-07,3.3868619623162724e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair090_tile123_act040_poseq0,pose_action_interaction,90,"[180, 181]",123,40,pose_qp1_row090_pr79q0_7362_to_c102q0_7363,-1.5998100267305997,3.3868619623162724e-07,3.3868619623162724e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair183_tile086_act100_poseq0,pose_action_interaction,183,"[366, 367]",86,100,pose_qp1_row183_pr79q0_4505_to_c102q0_4504,-1.5998100267305997,2.634158344609887e-07,2.634158344609887e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair183_tile100_act019_poseq0,pose_action_interaction,183,"[366, 367]",100,19,pose_qp1_row183_pr79q0_4505_to_c102q0_4504,-1.5998100267305997,2.634158344609887e-07,2.634158344609887e-07,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair120_tile089_act023_poseq0,pose_action_interaction,120,"[240, 241]",89,23,pose_qp1_row120_pr79q0_5699_to_c102q0_5700,-1.5998100267305997,4.9781471187984724e-08,4.9781471187984724e-08,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair098_tile086_act016_poseq0,pose_action_interaction,98,"[196, 197]",86,16,pose_qp1_row098_pr79q0_5357_to_c102q0_5358,-1.5998100267305997,2.293388462793508e-09,2.293388462793508e-09,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair098_tile090_act004_poseq0,pose_action_interaction,98,"[196, 197]",90,4,pose_qp1_row098_pr79q0_5357_to_c102q0_5358,-1.5998100267305997,2.293388462793508e-09,2.293388462793508e-09,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair098_tile100_act013_poseq0,pose_action_interaction,98,"[196, 197]",100,13,pose_qp1_row098_pr79q0_5357_to_c102q0_5358,-1.5998100267305997,2.293388462793508e-09,2.293388462793508e-09,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair061_tile096_act094_poseq0,pose_action_interaction,61,"[122, 123]",96,94,pose_qp1_row061_pr79q0_6105_to_c102q0_6104,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair061_tile106_act015_poseq0,pose_action_interaction,61,"[122, 123]",106,15,pose_qp1_row061_pr79q0_6105_to_c102q0_6104,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair063_tile091_act067_poseq0,pose_action_interaction,63,"[126, 127]",91,67,pose_qp1_row063_pr79q0_6752_to_c102q0_6751,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair063_tile092_act107_poseq0,pose_action_interaction,63,"[126, 127]",92,107,pose_qp1_row063_pr79q0_6752_to_c102q0_6751,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair063_tile102_act063_poseq0,pose_action_interaction,63,"[126, 127]",102,63,pose_qp1_row063_pr79q0_6752_to_c102q0_6751,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair063_tile112_act035_poseq0,pose_action_interaction,63,"[126, 127]",112,35,pose_qp1_row063_pr79q0_6752_to_c102q0_6751,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair064_tile096_act093_poseq0,pose_action_interaction,64,"[128, 129]",96,93,pose_qp1_row064_pr79q0_6475_to_c102q0_6473,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair064_tile108_act013_poseq0,pose_action_interaction,64,"[128, 129]",108,13,pose_qp1_row064_pr79q0_6475_to_c102q0_6473,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair065_tile089_act000_poseq0,pose_action_interaction,65,"[130, 131]",89,0,pose_qp1_row065_pr79q0_6096_to_c102q0_6095,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
interaction_pair065_tile089_act012_poseq0,pose_action_interaction,65,"[130, 131]",89,12,pose_qp1_row065_pr79q0_6096_to_c102q0_6095,-1.5998100267305997,0.0,0.0,0.0,0.35,False,pr79_only_action_and_qp1_row_differs
