atom_id,atom_type,pair_index,frame_indices,tile_id,action_id,pose_atom_id,byte_cost_proxy,component_benefit_proxy,pose_benefit_proxy,seg_benefit_proxy,confidence,no_op,no_op_status
pose_qp1_row160_pr79q0_5195_to_c102q0_5194,pose,160,"[320, 321]",,,pose_qp1_row160_pr79q0_5195_to_c102q0_5194,-0.00016276041666666666,4.62086320852928e-07,4.62086320852928e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row062_pr79q0_6529_to_c102q0_6528,pose,62,"[124, 125]",,,pose_qp1_row062_pr79q0_6529_to_c102q0_6528,-0.00016276041666666666,4.581034184073028e-07,4.581034184073028e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row493_pr79q0_5278_to_c102q0_5277,pose,493,"[986, 987]",,,pose_qp1_row493_pr79q0_5278_to_c102q0_5277,-0.00016276041666666666,4.5145635168678574e-07,4.5145635168678574e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row129_pr79q0_5929_to_c102q0_5928,pose,129,"[258, 259]",,,pose_qp1_row129_pr79q0_5929_to_c102q0_5928,-0.00016276041666666666,4.0085213937919714e-07,4.0085213937919714e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row512_pr79q0_5516_to_c102q0_5515,pose,512,"[1024, 1025]",,,pose_qp1_row512_pr79q0_5516_to_c102q0_5515,-0.00016276041666666666,3.7822256904554587e-07,3.7822256904554587e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row545_pr79q0_5206_to_c102q0_5205,pose,545,"[1090, 1091]",,,pose_qp1_row545_pr79q0_5206_to_c102q0_5205,-0.00016276041666666666,3.746721362223916e-07,3.746721362223916e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row490_pr79q0_5730_to_c102q0_5729,pose,490,"[980, 981]",,,pose_qp1_row490_pr79q0_5730_to_c102q0_5729,-0.00016276041666666666,3.6979219009363026e-07,3.6979219009363026e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row423_pr79q0_6005_to_c102q0_6004,pose,423,"[846, 847]",,,pose_qp1_row423_pr79q0_6005_to_c102q0_6004,-0.00016276041666666666,3.6468242338425264e-07,3.6468242338425264e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row090_pr79q0_7362_to_c102q0_7363,pose,90,"[180, 181]",,,pose_qp1_row090_pr79q0_7362_to_c102q0_7363,-0.00016276041666666666,3.3868619623162724e-07,3.3868619623162724e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row131_pr79q0_5936_to_c102q0_5935,pose,131,"[262, 263]",,,pose_qp1_row131_pr79q0_5936_to_c102q0_5935,-0.00016276041666666666,3.3152211836235995e-07,3.3152211836235995e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row284_pr79q0_5794_to_c102q0_5795,pose,284,"[568, 569]",,,pose_qp1_row284_pr79q0_5794_to_c102q0_5795,-0.00016276041666666666,3.290904928853779e-07,3.290904928853779e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row518_pr79q0_5220_to_c102q0_5219,pose,518,"[1036, 1037]",,,pose_qp1_row518_pr79q0_5220_to_c102q0_5219,-0.00016276041666666666,3.1208075740864715e-07,3.1208075740864715e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row566_pr79q0_5382_to_c102q0_5381,pose,566,"[1132, 1133]",,,pose_qp1_row566_pr79q0_5382_to_c102q0_5381,-0.00016276041666666666,2.9966740438239195e-07,2.9966740438239195e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row159_pr79q0_5582_to_c102q0_5581,pose,159,"[318, 319]",,,pose_qp1_row159_pr79q0_5582_to_c102q0_5581,-0.00016276041666666666,2.711546687029869e-07,2.711546687029869e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row183_pr79q0_4505_to_c102q0_4504,pose,183,"[366, 367]",,,pose_qp1_row183_pr79q0_4505_to_c102q0_4504,-0.00016276041666666666,2.634158344609887e-07,2.634158344609887e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row170_pr79q0_5600_to_c102q0_5599,pose,170,"[340, 341]",,,pose_qp1_row170_pr79q0_5600_to_c102q0_5599,-0.00016276041666666666,2.631790670009265e-07,2.631790670009265e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row516_pr79q0_5094_to_c102q0_5093,pose,516,"[1032, 1033]",,,pose_qp1_row516_pr79q0_5094_to_c102q0_5093,-0.00016276041666666666,2.4795211237133155e-07,2.4795211237133155e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row534_pr79q0_5655_to_c102q0_5654,pose,534,"[1068, 1069]",,,pose_qp1_row534_pr79q0_5655_to_c102q0_5654,-0.00016276041666666666,2.3578767674871625e-07,2.3578767674871625e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row430_pr79q0_5719_to_c102q0_5718,pose,430,"[860, 861]",,,pose_qp1_row430_pr79q0_5719_to_c102q0_5718,-0.00016276041666666666,2.126808992566594e-07,2.126808992566594e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row192_pr79q0_4993_to_c102q0_4994,pose,192,"[384, 385]",,,pose_qp1_row192_pr79q0_4993_to_c102q0_4994,-0.00016276041666666666,2.1072536328779908e-07,2.1072536328779908e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row540_pr79q0_5959_to_c102q0_5958,pose,540,"[1080, 1081]",,,pose_qp1_row540_pr79q0_5959_to_c102q0_5958,-0.00016276041666666666,2.0871736394462956e-07,2.0871736394462956e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row128_pr79q0_5745_to_c102q0_5744,pose,128,"[256, 257]",,,pose_qp1_row128_pr79q0_5745_to_c102q0_5744,-0.00016276041666666666,1.6141798037046283e-07,1.6141798037046283e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row494_pr79q0_5424_to_c102q0_5423,pose,494,"[988, 989]",,,pose_qp1_row494_pr79q0_5424_to_c102q0_5423,-0.00016276041666666666,1.5324815826954459e-07,1.5324815826954459e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row434_pr79q0_5680_to_c102q0_5681,pose,434,"[868, 869]",,,pose_qp1_row434_pr79q0_5680_to_c102q0_5681,-0.00016276041666666666,1.5197925085913143e-07,1.5197925085913143e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row289_pr79q0_6324_to_c102q0_6323,pose,289,"[578, 579]",,,pose_qp1_row289_pr79q0_6324_to_c102q0_6323,-0.00016276041666666666,1.3139463799250752e-07,1.3139463799250752e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
pose_qp1_row126_pr79q0_5864_to_c102q0_5863,pose,126,"[252, 253]",,,pose_qp1_row126_pr79q0_5864_to_c102q0_5863,-0.00016276041666666666,1.260292975854675e-07,1.260292975854675e-07,0.0,0.7,False,qp1_q0_row_differs_pr79_vs_c102
