atom_id,atom_type,pair_index,frame_indices,tile_id,action_id,pose_atom_id,byte_cost_proxy,component_benefit_proxy,pose_benefit_proxy,seg_benefit_proxy,confidence,no_op,no_op_status
pair552_frames_1104-1105,pair_frame,552,"[1104, 1105]",,,pose_qp1_row552,0.0,1.2365941623399066e-07,1.2365941623399066e-07,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair155_frames_310-311,pair_frame,155,"[310, 311]",,,pose_qp1_row155,0.0,1.1612450701405704e-07,1.1612450701405704e-07,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair548_frames_1096-1097,pair_frame,548,"[1096, 1097]",,,pose_qp1_row548,0.0,1.0924317411256884e-07,1.0924317411256884e-07,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair221_frames_442-443,pair_frame,221,"[442, 443]",,,pose_qp1_row221,0.0,1.0630043262982577e-07,9.540125529815268e-07,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair421_frames_842-843,pair_frame,421,"[842, 843]",,,pose_qp1_row421,0.0,1.0350552137787321e-07,1.0350552137787321e-07,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair276_frames_552-553,pair_frame,276,"[552, 553]",,,pose_qp1_row276,0.0,9.157079793560628e-08,9.157079793560628e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair418_frames_836-837,pair_frame,418,"[836, 837]",,,pose_qp1_row418,0.0,7.460900822470911e-08,7.460900822470911e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair073_frames_146-147,pair_frame,73,"[146, 147]",,,pose_qp1_row073,0.0,6.911904954291748e-08,2.6122505599595887e-06,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair435_frames_870-871,pair_frame,435,"[870, 871]",,,pose_qp1_row435,0.0,3.7207298167523046e-08,3.7207298167523046e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair543_frames_1086-1087,pair_frame,543,"[1086, 1087]",,,pose_qp1_row543,0.0,3.244390282681862e-08,3.244390282681862e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair533_frames_1066-1067,pair_frame,533,"[1066, 1067]",,,pose_qp1_row533,0.0,2.7535819555281522e-08,2.7535819555281522e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair536_frames_1072-1073,pair_frame,536,"[1072, 1073]",,,pose_qp1_row536,0.0,1.9406048923462527e-08,1.9406048923462527e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair509_frames_1018-1019,pair_frame,509,"[1018, 1019]",,,pose_qp1_row509,0.0,1.604725392140554e-08,1.604725392140554e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair521_frames_1042-1043,pair_frame,521,"[1042, 1043]",,,pose_qp1_row521,0.0,1.4549852970131849e-08,1.4549852970131849e-08,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair280_frames_560-561,pair_frame,280,"[560, 561]",,,pose_qp1_row280,0.0,3.5001661587678737e-09,3.5001661587678737e-09,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair445_frames_890-891,pair_frame,445,"[890, 891]",,,pose_qp1_row445,0.0,1.0842259912959267e-09,1.0842259912959267e-09,0.0,0.85,False,pair_has_pr79_action_or_pose_delta
pair070_frames_140-141,pair_frame,70,"[140, 141]",,,pose_qp1_row070,0.0,0.0,7.3487821671338075e-06,0.0,0.5,False,pair_has_pr79_action_or_pose_delta
